1	0.000033	0.000022	3	19881	1
1	0.000000	0.000000	9	8	5
4	0.000132	0.000087	24	79524	16
4	0.000000	0.000000	34	32	20
9	0.000298	0.000197	99	178929	81
9	0.000000	0.000000	75	72	45
16	0.000525	0.000347	288	318096	256
16	0.000001	0.000000	132	128	80
25	0.000817	0.000540	675	497025	625
25	0.000001	0.000000	205	200	125
36	0.001235	0.000817	1368	715716	1296
36	0.000001	0.000000	294	288	180
49	0.001603	0.001060	2499	974169	2401
49	0.000001	0.000000	399	392	245
64	0.002844	0.001880	4224	1272384	4096
64	0.000001	0.000001	520	512	320
81	0.003542	0.002342	6723	1610361	6561
81	0.000001	0.000001	657	648	405
100	0.003254	0.002151	10200	1988100	10000
100	0.000001	0.000001	810	800	500
121	0.003935	0.002602	14883	2405601	14641
121	0.000001	0.000001	979	968	605
144	0.004489	0.002968	21024	2862864	20736
144	0.000001	0.000001	1164	1152	720
169	0.005308	0.003509	28899	3359889	28561
169	0.000002	0.000001	1365	1352	845
196	0.006176	0.004084	38808	3896676	38416
196	0.000003	0.000002	1582	1568	980
225	0.006988	0.004621	51075	4473225	50625
225	0.000002	0.000001	1815	1800	1125
256	0.007913	0.005232	66048	5089536	65536
256	0.000003	0.000002	2064	2048	1280
289	0.009012	0.005959	84099	5745609	83521
289	0.000003	0.000002	2329	2312	1445
324	0.010091	0.006672	105624	6441444	104976
324	0.000004	0.000003	2610	2592	1620
361	0.014108	0.009328	131043	7177041	130321
361	0.000004	0.000003	2907	2888	1805
400	0.017046	0.011271	160800	7952400	160000
400	0.000004	0.000002	3220	3200	2000
441	0.015568	0.010294	195363	8767521	194481
441	0.000006	0.000004	3549	3528	2205
484	0.015070	0.009964	235224	9622404	234256
484	0.000004	0.000003	3894	3872	2420
529	0.016466	0.010888	280899	10517049	279841
529	0.000005	0.000004	4255	4232	2645
576	0.017860	0.011809	332928	11451456	331776
576	0.000005	0.000003	4632	4608	2880
625	0.019562	0.012934	391875	12425625	390625
625	0.000006	0.000004	5025	5000	3125
676	0.020949	0.013852	458328	13439556	456976
676	0.000006	0.000004	5434	5408	3380
729	0.029043	0.019204	532899	14493249	531441
729	0.000006	0.000004	5859	5832	3645
784	0.025798	0.017058	616224	15586704	614656
784	0.000008	0.000005	6300	6272	3920
841	0.026250	0.017357	708963	16719921	707281
841	0.000006	0.000004	6757	6728	4205
900	0.027991	0.018508	811800	17892900	810000
900	0.000015	0.000010	7230	7200	4500
961	0.029904	0.019773	925443	19105641	923521
961	0.000008	0.000005	7719	7688	4805
1024	0.031853	0.021062	1050624	20358144	1048576
1024	0.000009	0.000006	8224	8192	5120
1089	0.033869	0.022394	1188099	21650409	1185921
1089	0.000008	0.000005	8745	8712	5445
1156	0.036308	0.024008	1338648	22982436	1336336
1156	0.000010	0.000007	9282	9248	5780
1225	0.042661	0.028208	1503075	24354225	1500625
1225	0.000020	0.000013	9835	9800	6125
1296	0.045992	0.030411	1682208	25765776	1679616
1296	0.000012	0.000008	10404	10368	6480
1369	0.042600	0.028168	1876899	27217089	1874161
1369	0.000010	0.000006	10989	10952	6845
1444	0.045723	0.030233	2088024	28708164	2085136
1444	0.000012	0.000008	11590	11552	7220
1521	0.048043	0.031767	2316483	30239001	2313441
1521	0.000011	0.000007	12207	12168	7605
1600	0.060022	0.039687	2563200	31809600	2560000
1600	0.000013	0.000008	12840	12800	8000
1681	0.053044	0.035074	2829123	33419961	2825761
1681	0.000014	0.000009	13489	13448	8405
1764	0.055395	0.036628	3115224	35070084	3111696
1764	0.000013	0.000008	14154	14112	8820
1849	0.058621	0.038761	3422499	36759969	3418801
1849	0.000016	0.000010	14835	14792	9245
1936	0.062148	0.041093	3751968	38489616	3748096
1936	0.000015	0.000010	15532	15488	9680
2025	0.074577	0.049312	4104675	40259025	4100625
2025	0.000016	0.000010	16245	16200	10125
2116	0.067142	0.044396	4481688	42068196	4477456
2116	0.000016	0.000010	16974	16928	10580
2209	0.070680	0.046735	4884099	43917129	4879681
2209	0.000016	0.000010	17719	17672	11045
2304	0.078349	0.051806	5313024	45805824	5308416
2304	0.000018	0.000012	18480	18432	11520
2401	0.081839	0.054113	5769603	47734281	5764801
2401	0.000019	0.000013	19257	19208	12005
2500	0.079460	0.052540	6255000	49702500	6250000
2500	0.000018	0.000012	20050	20000	12500
